"('mid',)","('parentMid',)","('seasonNumber',)","('episodeNumber',)"
tt0629071,tt0074016,1,7
tt0629072,tt0074016,1,8
tt0629102,tt0074016,1,2
tt0629126,tt0074016,1,1
tt0629139,tt0098844,12,9
tt0629140,tt0098844,1,13
tt0629141,tt0098844,11,14
tt0629142,tt0098844,13,13
tt0629143,tt0098844,12,15
tt0629144,tt0098844,16,10
tt0629145,tt0098844,5,17
tt0629146,tt0098844,9,22
tt0629147,tt0098844,6,23
tt0629148,tt0098844,16,4
tt0629149,tt0098844,9,5
tt0629150,tt0098844,15,13
tt0629151,tt0098844,11,20
tt0629152,tt0098844,15,9
tt0629153,tt0098844,9,21
tt0629154,tt0098844,11,7
tt0629155,tt0098844,4,8
tt0629156,tt0098844,13,1
tt0629157,tt0098844,6,8
tt0629158,tt0098844,3,18
tt0629159,tt0098844,4,7
tt0629161,tt0098844,12,2
tt0629162,tt0098844,13,8
tt0629163,tt0098844,2,4
tt0629164,tt0098844,6,18
tt0629165,tt0098844,12,22
tt0629166,tt0098844,13,15
tt0629167,tt0098844,8,6
tt0629168,tt0098844,5,20
tt0629169,tt0098844,8,21
tt0629170,tt0098844,9,3
tt0629171,tt0098844,7,12
tt0629172,tt0098844,3,22
tt0629173,tt0098844,16,11
tt0629174,tt0098844,4,16
tt0629175,tt0098844,16,6
tt0629176,tt0098844,6,1
tt0629177,tt0098844,4,5
tt0629178,tt0098844,10,17
tt0629179,tt0098844,14,5
tt0629180,tt0098844,8,7
tt0629181,tt0098844,2,14
tt0629182,tt0098844,6,9
tt0629183,tt0098844,10,8
tt0629184,tt0098844,5,3
tt0629185,tt0098844,14,1
tt0629186,tt0098844,12,16
tt0629187,tt0098844,4,9
tt0629188,tt0098844,14,2
tt0629189,tt0098844,4,13
tt0629190,tt0098844,11,16
tt0629191,tt0098844,11,21
tt0629192,tt0098844,8,20
tt0629193,tt0098844,11,6
tt0629194,tt0098844,8,9
tt0629195,tt0098844,1,7
tt0629196,tt0098844,14,24
tt0629197,tt0098844,14,16
tt0629198,tt0098844,8,17
tt0629199,tt0098844,8,13
tt0629200,tt0098844,7,1
tt0629201,tt0098844,14,23
tt0629202,tt0098844,4,14
tt0629203,tt0098844,6,13
tt0629204,tt0098844,9,1
tt0629205,tt0098844,13,11
tt0629206,tt0098844,14,14
tt0629207,tt0098844,10,11
tt0629208,tt0098844,5,2
tt0629209,tt0098844,15,4
tt0629210,tt0098844,14,9
tt0629211,tt0098844,5,6
tt0629212,tt0098844,3,17
tt0629213,tt0098844,2,1
tt0629214,tt0098844,3,2
tt0629215,tt0098844,3,10
tt0629216,tt0098844,6,11
tt0629217,tt0098844,7,5
tt0629218,tt0098844,16,16
tt0629219,tt0098844,13,23
tt0629220,tt0098844,2,18
tt0629221,tt0098844,16,9
tt0629222,tt0098844,5,19
tt0629223,tt0098844,15,8
tt0629224,tt0098844,6,14
tt0629225,tt0098844,15,6
tt0629226,tt0098844,10,3
tt0629227,tt0098844,12,13
tt0629228,tt0098844,9,2
tt0629229,tt0098844,8,22
tt0629230,tt0098844,14,11
tt0629231,tt0098844,12,20
tt0629232,tt0098844,15,2
tt0629233,tt0098844,7,7
tt0629234,tt0098844,6,17
tt0629235,tt0098844,11,24
tt0629236,tt0098844,8,2
tt0629237,tt0098844,15,18
tt0629238,tt0098844,8,19
tt0629239,tt0098844,9,15
tt0629240,tt0098844,4,3
tt0629241,tt0098844,11,3
tt0629242,tt0098844,8,16
tt0629243,tt0098844,7,6
tt0629244,tt0098844,7,19
tt0629245,tt0098844,4,21
tt0629246,tt0098844,11,17
tt0629247,tt0098844,14,8
tt0629248,tt0098844,9,20
tt0629249,tt0098844,6,15
tt0629250,tt0098844,11,1
tt0629251,tt0098844,15,10
tt0629252,tt0098844,10,14
tt0629253,tt0098844,7,9
tt0629254,tt0098844,12,18
tt0629255,tt0098844,14,20
tt0629256,tt0098844,1,6
tt0629257,tt0098844,14,18
tt0629258,tt0098844,8,12
tt0629259,tt0098844,3,11
tt0629260,tt0098844,8,15
tt0629261,tt0098844,7,8
tt0629262,tt0098844,16,12
tt0629263,tt0098844,5,4
tt0629264,tt0098844,15,11
tt0629265,tt0098844,16,2
tt0629266,tt0098844,9,4
tt0629267,tt0098844,14,7
tt0629268,tt0098844,15,14
tt0629269,tt0098844,10,15
tt0629270,tt0098844,12,3
tt0629271,tt0098844,3,3
tt0629272,tt0098844,12,6
tt0629273,tt0098844,12,21
tt0629274,tt0098844,14,22
tt0629275,tt0098844,13,17
tt0629276,tt0098844,16,3
tt0629277,tt0098844,12,17
tt0629278,tt0098844,6,20
tt0629279,tt0098844,2,5
tt0629280,tt0098844,4,11
tt0629281,tt0098844,7,3
tt0629282,tt0098844,15,7
tt0629283,tt0098844,8,14
tt0629284,tt0098844,5,11
tt0629285,tt0098844,15,5
tt0629286,tt0098844,10,1
tt0629287,tt0098844,14,17
tt0629288,tt0098844,1,5
tt0629289,tt0098844,9,16
tt0629290,tt0098844,8,4
tt0629291,tt0098844,9,10
tt0629292,tt0098844,9,12
tt0629293,tt0098844,16,13
tt0629294,tt0098844,2,10
tt0629296,tt0098844,10,22
tt0629297,tt0098844,2,11
tt0629298,tt0098844,13,6
tt0629299,tt0098844,6,22
tt0629300,tt0098844,6,5
tt0629301,tt0098844,13,21
tt0629302,tt0098844,5,10
tt0629303,tt0098844,16,7
tt0629304,tt0098844,11,9
tt0629305,tt0098844,6,7
tt0629306,tt0098844,9,13
tt0629307,tt0098844,7,2
tt0629308,tt0098844,14,6
tt0629309,tt0098844,14,10
tt0629310,tt0098844,15,23
tt0629311,tt0098844,2,7
tt0629312,tt0098844,1,9
tt0629313,tt0098844,2,20
tt0629314,tt0098844,6,4
tt0629315,tt0098844,11,23
tt0629316,tt0098844,7,15
tt0629317,tt0098844,7,17
tt0629318,tt0098844,7,16
tt0629319,tt0098844,3,16
tt0629320,tt0098844,10,5
tt0629321,tt0098844,9,18
tt0629322,tt0098844,13,20
tt0629323,tt0098844,4,15
tt0629324,tt0098844,10,2
tt0629325,tt0098844,1,4
tt0629326,tt0098844,7,10
tt0629327,tt0098844,15,17
tt0629328,tt0098844,1,12
tt0629329,tt0098844,16,5
tt0629330,tt0098844,10,10
tt0629331,tt0098844,15,24
tt0629332,tt0098844,7,18
tt0629333,tt0098844,15,12
tt0629334,tt0098844,3,21
tt0629335,tt0098844,10,6
tt0629336,tt0098844,13,18
tt0629337,tt0098844,14,13
tt0629338,tt0098844,7,13
tt0629339,tt0098844,4,17
tt0629340,tt0098844,10,18
tt0629341,tt0098844,7,11
tt0629342,tt0098844,10,4
tt0629343,tt0098844,2,6
tt0629344,tt0098844,12,14
tt0629345,tt0098844,8,24
tt0629346,tt0098844,3,15
tt0629347,tt0098844,13,10
tt0629348,tt0098844,10,12
tt0629349,tt0098844,1,17
tt0629350,tt0098844,12,7
tt0629351,tt0098844,10,21
tt0629352,tt0098844,8,3
tt0629353,tt0098844,16,8
tt0629354,tt0098844,3,13
tt0629355,tt0098844,14,19
tt0629356,tt0098844,8,5
tt0629357,tt0098844,4,20
tt0629358,tt0098844,15,15
tt0629359,tt0098844,4,22
tt0629360,tt0098844,13,7
tt0629361,tt0098844,2,8
tt0629362,tt0098844,1,11
tt0629363,tt0098844,12,23
tt0629364,tt0098844,10,13
tt0629365,tt0098844,15,1
tt0629366,tt0098844,6,6
tt0629367,tt0098844,7,21
tt0629368,tt0098844,7,22
tt0629369,tt0098844,14,3
tt0629370,tt0098844,12,24
tt0629371,tt0098844,10,7
tt0629372,tt0098844,14,12
tt0629373,tt0098844,5,14
tt0629374,tt0098844,11,13
tt0629375,tt0098844,3,9
tt0629376,tt0098844,1,8
tt0629377,tt0098844,12,5
tt0629378,tt0098844,5,7
tt0629379,tt0098844,12,10
tt0629380,tt0098844,1,1
tt0629381,tt0098844,5,23
tt0629382,tt0098844,4,6
tt0629383,tt0098844,3,8
tt0629384,tt0098844,1,10
tt0629385,tt0098844,5,18
tt0629386,tt0098844,6,21
tt0629387,tt0098844,4,4
tt0629388,tt0098844,5,12
tt0629389,tt0098844,3,14
tt0629390,tt0098844,15,21
tt0629391,tt0098844,9,8
tt0629392,tt0098844,5,21
tt0629393,tt0098844,5,13
tt0629394,tt0098844,9,11
tt0629395,tt0098844,6,2
tt0629396,tt0098844,16,1
tt0629397,tt0098844,9,23
tt0629398,tt0098844,9,24
tt0629399,tt0098844,6,10
tt0629400,tt0098844,2,9
tt0629401,tt0098844,11,5
tt0629402,tt0098844,3,12
tt0629403,tt0098844,8,10
tt0629404,tt0098844,4,19
tt0629405,tt0098844,6,3
tt0629406,tt0098844,6,16
tt0629407,tt0098844,11,22
tt0629408,tt0098844,5,9
tt0629409,tt0098844,9,6
tt0629410,tt0098844,5,1
tt0629411,tt0098844,15,19
tt0629412,tt0098844,3,20
tt0629413,tt0098844,5,15
tt0629414,tt0098844,13,19
tt0629415,tt0098844,3,7
tt0629416,tt0098844,2,13
tt0629417,tt0098844,8,8
tt0629418,tt0098844,13,2
tt0629419,tt0098844,13,22
tt0629420,tt0098844,9,17
tt0629421,tt0098844,14,4
tt0629422,tt0098844,9,14
tt0629423,tt0098844,2,21
tt0629424,tt0098844,2,17
tt0629425,tt0098844,3,1
tt0629426,tt0098844,12,19
tt0629427,tt0098844,6,19
tt0629428,tt0098844,13,24
tt0629429,tt0098844,4,12
tt0629430,tt0098844,12,4
tt0629431,tt0098844,1,21
tt0629432,tt0098844,15,22
tt0629433,tt0098844,8,18
tt0629434,tt0098844,11,4
tt0629435,tt0098844,13,14
tt0629436,tt0098844,2,12
tt0629437,tt0098844,10,23
tt0629438,tt0098844,1,2
tt0629439,tt0098844,13,16
tt0629440,tt0098844,11,11
tt0629441,tt0098844,10,9
tt0629442,tt0098844,10,19
tt0629443,tt0098844,7,4
tt0629444,tt0098844,4,1
tt0629445,tt0098844,11,15
tt0629446,tt0098844,5,22
tt0629447,tt0098844,8,23
tt0629448,tt0098844,9,19
tt0629449,tt0098844,11,12
tt0629450,tt0098844,7,23
tt0629451,tt0098844,1,22
tt0629452,tt0098844,15,3
tt0629453,tt0098844,12,11
tt0629454,tt0098844,3,4
tt0629455,tt0098844,2,19
tt0629456,tt0098844,12,8
tt0629457,tt0098844,4,10
tt0629458,tt0098844,1,3
tt0629459,tt0098844,13,5
tt0629460,tt0098844,1,18
tt0629461,tt0098844,1,19
tt0629462,tt0098844,15,16
tt0629463,tt0098844,1,15
tt0629464,tt0098844,1,16
tt0629465,tt0098844,1,20
tt0629466,tt0098844,1,14
tt0629467,tt0098844,2,2
tt0629468,tt0098844,13,9
tt0629469,tt0098844,2,22
tt0629470,tt0098844,11,8
tt0629471,tt0098844,8,1
tt0629472,tt0098844,15,20
tt0629473,tt0098844,10,16
tt0629474,tt0098844,13,4
tt0629475,tt0098844,6,12
tt0629476,tt0098844,13,3
tt0629477,tt0098844,9,9
tt0629478,tt0098844,2,15
tt0629479,tt0098844,11,2
tt0629480,tt0098844,13,12
tt0629481,tt0098844,8,11
tt0629482,tt0098844,12,12
tt0629483,tt0098844,10,20
tt0629484,tt0098844,10,24
tt0629485,tt0098844,14,21
tt0629486,tt0098844,2,16
tt0629487,tt0098844,9,7
tt0629488,tt0098844,14,15
tt0629489,tt0098844,5,8
tt0629490,tt0098844,3,19
tt0629491,tt0098844,4,2
tt0629492,tt0098844,4,18
tt0629493,tt0098844,5,16
tt0629494,tt0098844,7,20
tt0629495,tt0098844,3,5
tt0629496,tt0098844,11,19
tt0629497,tt0098844,11,18
tt0629498,tt0098844,5,5
tt0629499,tt0098844,12,1
tt0629500,tt0098844,11,10
tt0629501,tt0098844,7,14
tt0629502,tt0275140,3,7
tt0629503,tt0275140,2,23
tt0629504,tt0275140,5,5
tt0629505,tt0275140,2,3
tt0629506,tt0275140,1,2
tt0629507,tt0275140,1,20
tt0629508,tt0275140,2,11
tt0629509,tt0275140,4,19
tt0629510,tt0275140,2,4
tt0629511,tt0275140,2,20
tt0629512,tt0275140,2,2
tt0629513,tt0275140,3,4
tt0629514,tt0275140,2,19
tt0629515,tt0275140,2,5
tt0629516,tt0275140,2,17
tt0629517,tt0275140,4,12
tt0629518,tt0275140,2,10
tt0629519,tt0275140,3,17
tt0629520,tt0275140,3,21
tt0629521,tt0275140,1,12
tt0629522,tt0275140,2,16
tt0629523,tt0275140,3,20
tt0629524,tt0275140,2,1
tt0629525,tt0275140,4,15
tt0629526,tt0275140,5,2
tt0629527,tt0275140,5,10
tt0629528,tt0275140,1,10
tt0629529,tt0275140,4,5
tt0629530,tt0275140,4,16
tt0629531,tt0275140,3,10
tt0629532,tt0275140,1,21
tt0629533,tt0275140,4,23
tt0629534,tt0275140,3,19
tt0629535,tt0275140,3,2
tt0629536,tt0275140,4,11
tt0629537,tt0275140,2,21
tt0629538,tt0275140,4,4
tt0629539,tt0275140,5,1
tt0629540,tt0275140,3,9
tt0629541,tt0275140,1,14
tt0629542,tt0275140,3,18
tt0629543,tt0275140,4,6
tt0629544,tt0275140,5,6
tt0629545,tt0275140,5,7
tt0629546,tt0275140,4,9
tt0629547,tt0275140,1,5
tt0629548,tt0275140,2,18
tt0629549,tt0275140,3,11
tt0629550,tt0275140,4,7
tt0629551,tt0275140,1,19
tt0629552,tt0275140,2,6
tt0629553,tt0275140,3,14
tt0629554,tt0275140,2,15
tt0629555,tt0275140,4,22
tt0629556,tt0275140,4,20
tt0629557,tt0275140,1,1
tt0629558,tt0275140,3,13
tt0629559,tt0275140,1,16
tt0629560,tt0275140,1,7
tt0629561,tt0275140,3,5
tt0629562,tt0275140,5,3
tt0629563,tt0275140,2,14
tt0629564,tt0275140,5,13
tt0629565,tt0275140,5,8
tt0629566,tt0275140,5,9
tt0629567,tt0275140,2,13
tt0629568,tt0275140,1,17
tt0629569,tt0275140,4,1
tt0629570,tt0275140,1,15
tt0629571,tt0275140,4,14
tt0629572,tt0275140,2,9
tt0629573,tt0275140,4,17
tt0629574,tt0275140,3,15
tt0629575,tt0275140,4,8
tt0629576,tt0275140,5,11
tt0629577,tt0275140,1,3
tt0629578,tt0275140,3,8
tt0629579,tt0275140,3,6
tt0629580,tt0275140,4,13
tt0629581,tt0275140,2,12
tt0629582,tt0275140,1,6
tt0629583,tt0275140,1,4
tt0629584,tt0275140,3,3
tt0629585,tt0275140,4,18
tt0629586,tt0275140,1,9
tt0629587,tt0275140,1,13
tt0629588,tt0275140,1,8
tt0629589,tt0275140,2,8
tt0629590,tt0275140,4,2
tt0629591,tt0275140,3,16
tt0629592,tt0275140,1,11
tt0629593,tt0275140,4,21
tt0629594,tt0275140,2,7
tt0629595,tt0275140,1,22
tt0629596,tt0275140,5,4
tt0629597,tt0275140,3,1
tt0629598,tt0275140,3,12
tt0629599,tt0275140,4,10
tt0629600,tt0275140,4,3
tt0629601,tt0275140,5,14
tt0629602,tt0275140,5,12
tt0629603,tt0275140,1,18
tt0629604,tt0275140,2,22
tt0629605,tt0203259,7,3
tt0629606,tt0203259,1,2
tt0629607,tt0203259,5,8
tt0629608,tt0203259,2,11
tt0629609,tt0203259,7,11
tt0629610,tt0203259,4,6
tt0629611,tt0203259,4,19
tt0629612,tt0203259,2,7
tt0629613,tt0203259,2,5
tt0629614,tt0203259,1,11
tt0629615,tt0203259,6,1
tt0629616,tt0203259,7,13
tt0629617,tt0203259,6,21
tt0629618,tt0203259,5,23
tt0629619,tt0203259,5,12
tt0629620,tt0203259,3,9
tt0629621,tt0203259,5,18
tt0629622,tt0203259,4,1
tt0629623,tt0203259,6,7
tt0629624,tt0203259,1,18
tt0629625,tt0203259,5,7
tt0629626,tt0203259,1,10
tt0629627,tt0203259,2,3
tt0629628,tt0203259,5,6
tt0629629,tt0203259,3,22
tt0629630,tt0203259,6,6
tt0629631,tt0203259,2,10
tt0629632,tt0203259,1,19
tt0629633,tt0203259,6,11
tt0629634,tt0203259,5,9
tt0629635,tt0203259,2,15
tt0629636,tt0203259,3,14
tt0629637,tt0203259,5,21
tt0629638,tt0203259,4,11
tt0629639,tt0203259,6,2
tt0629640,tt0203259,4,2
tt0629641,tt0203259,7,1
tt0629642,tt0203259,3,21
tt0629643,tt0203259,7,2
tt0629644,tt0203259,4,18
tt0629645,tt0203259,4,5
tt0629646,tt0203259,1,13
tt0629647,tt0203259,4,7
tt0629648,tt0203259,4,20
tt0629649,tt0203259,6,8
tt0629650,tt0203259,1,15
tt0629651,tt0203259,5,11
tt0629652,tt0203259,3,15
tt0629653,tt0203259,4,21
tt0629654,tt0203259,5,15
tt0629655,tt0203259,2,17
tt0629656,tt0203259,4,22
tt0629657,tt0203259,6,14
tt0629658,tt0203259,6,16
tt0629659,tt0203259,6,23
tt0629660,tt0203259,3,20
tt0629661,tt0203259,4,23
tt0629662,tt0203259,3,18
tt0629663,tt0203259,5,13
tt0629664,tt0203259,6,10
tt0629665,tt0203259,5,25
tt0629666,tt0203259,5,16
tt0629667,tt0203259,2,2
tt0629668,tt0203259,6,15
tt0629669,tt0203259,1,4
tt0629670,tt0203259,6,12
tt0629671,tt0203259,7,12
tt0629672,tt0203259,3,8
tt0629673,tt0203259,6,19
tt0629674,tt0203259,3,19
tt0629675,tt0203259,4,9
tt0629676,tt0203259,2,4
tt0629677,tt0203259,1,14
tt0629678,tt0203259,5,4
tt0629679,tt0203259,5,20
tt0629680,tt0203259,4,4
tt0629681,tt0203259,2,18
tt0629682,tt0203259,5,2
tt0629683,tt0203259,5,17
tt0629684,tt0203259,4,14
tt0629685,tt0203259,1,17
tt0629686,tt0203259,3,11
tt0629687,tt0203259,5,3
tt0629688,tt0203259,7,7
tt0629689,tt0203259,6,20
tt0629690,tt0203259,1,21
tt0629691,tt0203259,2,6
tt0629692,tt0203259,6,3
tt0629693,tt0203259,1,3
tt0629694,tt0203259,6,5
tt0629695,tt0203259,5,22
tt0629696,tt0203259,4,15
tt0629697,tt0203259,2,14
tt0629698,tt0203259,2,19
tt0629699,tt0203259,6,22
tt0629700,tt0203259,1,1
tt0629701,tt0203259,4,24
tt0629702,tt0203259,2,20
tt0629703,tt0203259,2,9
tt0629704,tt0203259,5,24
tt0629705,tt0203259,3,16
tt0629706,tt0203259,4,17
tt0629707,tt0203259,3,13
tt0629708,tt0203259,3,12
tt0629709,tt0203259,6,18
tt0629710,tt0203259,6,13
tt0629711,tt0203259,6,17
tt0629712,tt0203259,7,6
tt0629713,tt0203259,3,6
tt0629714,tt0203259,1,20
tt0629715,tt0203259,3,1
tt0629716,tt0203259,4,10
tt0629717,tt0203259,3,10
tt0629718,tt0203259,7,4
tt0629719,tt0203259,4,12
tt0629720,tt0203259,5,14
tt0629721,tt0203259,7,9
tt0629722,tt0203259,3,4
tt0629723,tt0203259,4,13
tt0629724,tt0203259,2,16
tt0629725,tt0203259,1,12
tt0629726,tt0203259,3,7
tt0629727,tt0203259,6,4
tt0629728,tt0203259,2,21
tt0629729,tt0203259,2,12
tt0629730,tt0203259,5,5
tt0629731,tt0203259,5,10
tt0629732,tt0203259,5,19
tt0629733,tt0203259,3,23
tt0629734,tt0203259,1,22
tt0629735,tt0203259,1,6
tt0629736,tt0203259,4,25
tt0629737,tt0203259,1,8
tt0629738,tt0203259,7,8
tt0629739,tt0203259,1,9
tt0629740,tt0203259,3,3
tt0629741,tt0203259,7,10
tt0629742,tt0203259,7,5
tt0629743,tt0203259,3,17
tt0629744,tt0203259,7,14
tt0629745,tt0203259,2,8
tt0629746,tt0203259,3,5
tt0629747,tt0203259,1,16
tt0629748,tt0203259,4,16
tt0629749,tt0203259,5,1
tt0629750,tt0203259,1,7
tt0629751,tt0203259,2,13
tt0629752,tt0203259,4,3
tt0629753,tt0203259,1,5
tt0629754,tt0203259,4,8
tt0629755,tt0203259,6,9
tt0629756,tt0203259,3,2
tt0629757,tt0203259,2,1
tt0629762,tt0406429,1,12
tt0630117,tt0184135,2,3
tt0630118,tt0184135,2,5
tt0630119,tt0184135,3,5
tt0630120,tt0184135,2,4
tt0630121,tt0184135,2,1
tt0630122,tt0184135,1,6
tt0630123,tt0184135,3,6
tt0630124,tt0184135,1,5
tt0630125,tt0184135,2,2
tt0630126,tt0184135,1,3
tt0630127,tt0184135,2,6
tt0630128,tt0184135,1,4
tt0630129,tt0184135,2,7
tt0630130,tt0184135,3,1
tt0630131,tt0184135,3,4
tt0630132,tt0184135,3,2
tt0630133,tt0184135,1,2
tt0630134,tt0184135,3,3
tt0630135,tt0184135,1,1
tt0630173,tt0050032,1,1
tt0630180,tt0050032,4,1
tt0630181,tt0050032,3,20
tt0630182,tt0050032,2,4
tt0630186,tt0050032,1,23
tt0630188,tt0050032,6,22
tt0630191,tt0050032,3,12
tt0630198,tt0050032,1,8
tt0630222,tt0050032,1,11
tt0630235,tt0050032,6,23
tt0630237,tt0050032,1,6
tt0630238,tt0050032,1,2
tt0630240,tt0050032,1,18
tt0630249,tt0050032,2,2
tt0630257,tt0050032,4,32
tt0630258,tt0050032,1,0
tt0630263,tt0050032,1,16
tt0630272,tt0050032,1,27
tt0630274,tt0050032,1,5
tt0630278,tt0050032,1,14
tt0630279,tt0050032,1,15
tt0630289,tt0050032,6,36
tt0630290,tt0050032,1,19
tt0630292,tt0050032,1,3
tt0630295,tt0050032,1,25
tt0630298,tt0050032,1,9
tt0630302,tt0050032,2,15
tt0630303,tt0050032,1,4
tt0630308,tt0050032,1,17
tt0630312,tt0050032,1,12
tt0630315,tt0050032,2,8
tt0630322,tt0050032,1,26
tt0630326,tt0050032,1,13
tt0630332,tt0050032,5,8
tt0630336,tt0050032,6,1
tt0630339,tt0050032,1,10
tt0630341,tt0050032,2,34
tt0630348,tt0050032,3,17
tt0630354,tt0050032,1,7
tt0631293,tt0115243,4,20
tt0631295,tt0115243,3,10
tt0631296,tt0115243,3,4
tt0631301,tt0115243,3,1
tt0631303,tt0115243,3,3
tt0631306,tt0115243,3,11
tt0631307,tt0115243,3,5
tt0631309,tt0115243,3,13
tt0631311,tt0115243,3,6
tt0631312,tt0115243,2,5
tt0631314,tt0115243,2,7
tt0631315,tt0115243,2,4
tt0631316,tt0115243,2,3
tt0631326,tt0115243,2,14
tt0631329,tt0115243,2,6
tt0631330,tt0115243,1,2
tt0631331,tt0115243,2,2
tt0631333,tt0115243,3,12
tt0631334,tt0115243,2,20
tt0631335,tt0115243,4,18
tt0631339,tt0115243,2,13
tt0631342,tt0115243,2,10
tt0631344,tt0115243,2,8
tt0631345,tt0115243,2,15
tt0631347,tt0115243,4,24
tt0632109,tt0478942,1,1
tt0632110,tt0478942,1,2
tt0632111,tt0478942,1,3
tt0632130,tt0320053,2,22
tt0632145,tt0320053,1,16
tt0632939,tt0358856,2,1
tt0632940,tt0358856,2,2
tt0632941,tt0358856,2,3
tt0632942,tt0358856,2,4
tt0632943,tt0358856,2,5
tt0632944,tt0358856,2,6
tt0632945,tt0358856,3,1
tt0632946,tt0358856,3,2
tt0632947,tt0358856,3,3
tt0632948,tt0358856,3,4
tt0632949,tt0358856,3,5
tt0632950,tt0358856,3,6
tt0632951,tt0358856,1,1
tt0632952,tt0358856,1,5
tt0632953,tt0358856,1,0
tt0632954,tt0358856,1,3
tt0632955,tt0358856,1,7
tt0632956,tt0358856,1,4
tt0632957,tt0358856,1,8
tt0632958,tt0358856,1,6
tt0632959,tt0358856,1,2
tt0632960,tt0071007,9,18
tt0632961,tt0071007,8,11
tt0632962,tt0071007,8,20
tt0632963,tt0071007,2,15
tt0632964,tt0071007,4,20
tt0632965,tt0071007,7,3
tt0632966,tt0071007,8,19
tt0632967,tt0071007,8,5
tt0632968,tt0071007,9,11
tt0632969,tt0071007,6,5
tt0632970,tt0071007,5,1
tt0632971,tt0071007,5,2
tt0632972,tt0071007,2,10
tt0632973,tt0071007,6,11
tt0632974,tt0071007,6,1
tt0632975,tt0071007,5,20
tt0632976,tt0071007,4,17
tt0632977,tt0071007,5,12
tt0632978,tt0071007,5,13
tt0632979,tt0071007,7,19
tt0632980,tt0071007,5,16
tt0632981,tt0071007,3,11
tt0632982,tt0071007,3,2
tt0632983,tt0071007,4,1
tt0632984,tt0071007,2,20
tt0632985,tt0071007,8,8
tt0632986,tt0071007,1,20
tt0632987,tt0071007,1,19
tt0632988,tt0071007,7,13
tt0632989,tt0071007,1,2
tt0632990,tt0071007,6,12
tt0632991,tt0071007,5,17
tt0632992,tt0071007,8,4
tt0632993,tt0071007,6,16
tt0632994,tt0071007,8,17
tt0632995,tt0071007,8,18
tt0632996,tt0071007,7,8
tt0632997,tt0071007,7,7
tt0632998,tt0071007,1,17
tt0632999,tt0071007,2,3
tt0633000,tt0071007,5,7
tt0633001,tt0071007,7,4
tt0633002,tt0071007,2,19
tt0633003,tt0071007,9,20
tt0633004,tt0071007,8,9
tt0633005,tt0071007,1,24
tt0633006,tt0071007,2,2
tt0633007,tt0071007,3,8
tt0633008,tt0071007,4,13
tt0633009,tt0071007,8,6
tt0633010,tt0071007,2,22
tt0633011,tt0071007,3,21
tt0633013,tt0071007,7,16
tt0633014,tt0071007,8,3
tt0633015,tt0071007,5,8
tt0633016,tt0071007,1,1
tt0633017,tt0071007,2,5
tt0633018,tt0071007,6,23
tt0633019,tt0071007,6,24
tt0633020,tt0071007,8,21
tt0633021,tt0071007,8,22
tt0633022,tt0071007,9,22
tt0633023,tt0071007,4,12
tt0633024,tt0071007,2,12
tt0633025,tt0071007,9,16
tt0633026,tt0071007,9,17
tt0633027,tt0071007,7,20
tt0633028,tt0071007,4,16
tt0633029,tt0071007,4,21
tt0633030,tt0071007,4,22
tt0633031,tt0071007,3,12
tt0633032,tt0071007,1,6
tt0633033,tt0071007,2,4
tt0633034,tt0071007,3,15
tt0633035,tt0071007,3,6
tt0633036,tt0071007,3,7
tt0633037,tt0071007,7,1
tt0633038,tt0071007,7,2
tt0633039,tt0071007,3,4
tt0633041,tt0071007,9,5
tt0633042,tt0071007,3,14
tt0633043,tt0071007,9,10
tt0633044,tt0071007,1,8
tt0633045,tt0071007,7,15
tt0633046,tt0071007,9,12
tt0633047,tt0071007,9,21
tt0633048,tt0071007,6,18
tt0633049,tt0071007,6,19
tt0633050,tt0071007,4,11
tt0633051,tt0071007,5,10
tt0633052,tt0071007,1,21
tt0633053,tt0071007,5,23
tt0633054,tt0071007,1,4
tt0633055,tt0071007,4,3
tt0633056,tt0071007,8,12
tt0633057,tt0071007,7,12
tt0633058,tt0071007,9,15
tt0633059,tt0071007,1,18
tt0633060,tt0071007,7,6
tt0633061,tt0071007,3,13
tt0633062,tt0071007,9,4
tt0633063,tt0071007,2,7
tt0633064,tt0071007,2,8
tt0633065,tt0071007,1,9
tt0633066,tt0071007,8,16
tt0633067,tt0071007,6,21
tt0633068,tt0071007,6,17
tt0633069,tt0071007,9,13
tt0633070,tt0071007,2,21
tt0633071,tt0071007,5,22
tt0633072,tt0071007,8,13
tt0633073,tt0071007,1,22
tt0633074,tt0071007,6,22
tt0633075,tt0071007,7,17
tt0633076,tt0071007,7,18
tt0633077,tt0071007,1,3
tt0633078,tt0071007,4,8
tt0633079,tt0071007,6,13
tt0633080,tt0071007,3,9
tt0633081,tt0071007,3,1
tt0633082,tt0071007,5,15
tt0633083,tt0071007,4,6
tt0633084,tt0071007,3,20
tt0633085,tt0071007,9,9
tt0633086,tt0071007,5,21
tt0633087,tt0071007,6,10
tt0633088,tt0071007,6,3
tt0633089,tt0071007,4,10
tt0633090,tt0071007,2,11
tt0633091,tt0071007,5,14
tt0633092,tt0071007,6,7
tt0633093,tt0071007,4,4
tt0633094,tt0071007,4,9
tt0633095,tt0071007,3,10
tt0633096,tt0071007,7,9
tt0633097,tt0071007,4,18
tt0633098,tt0071007,6,9
tt0633099,tt0071007,5,19
tt0633100,tt0071007,9,19
tt0633101,tt0071007,8,14
tt0633102,tt0071007,8,7
